id,question,answerable,reference_answer,source_contains,first_relevant_rank,reciprocal_rank,retrieval_ms,retrieved_sources,hit@1,hit@3,hit@5,generated_answer,total_ms,basic_correct,safe_refusal,judge_correctness,judge_faithfulness,judge_relevance,judge_safe_refusal
q011,这个项目的后端框架是什么？,True,FastAPI,api_guide.md,2,0.5,1.13,/Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__000.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__005.md,0,1,1,这个项目的后端框架是 **FastAPI**。,1956.21,1,,1.0,1.0,1.0,1.0
q012,后端默认监听哪个端口？,True,8000,api_guide.md,1,1.0,0.55,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/eval_and_observability.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/session_and_storage.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__002.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__002.md,1,1,1,后端默认监听端口是 **8000**。,2214.87,1,,1.0,1.0,1.0,1.0
q013,上传文档后后端会进行哪些主要处理？,True,文档读取、文本切分、向量生成和 FAISS 索引更新,api_guide.md,1,1.0,0.27,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/session_and_storage.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__002.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__005.md,1,1,1,"上传文档后，后端主要会依次完成：

1. 文档读取 / 解析  
2. 文本切分  
3. 向量生成（Embedding）  
4. 更新 FAISS 索引  

新上传的文档会追加到已有知识库索引中。",4996.9,0,,1.0,1.0,1.0,1.0
q014,RAG 问答接口能否携带 session_id？,True,可以,api_guide.md,1,1.0,0.53,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/devops_ci.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/eval_and_observability.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/frontend_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__005.md,1,1,1,可以。RAG 问答接口可以携带 `session_id`，用于关联多轮对话上下文。,2976.15,1,,1.0,1.0,1.0,1.0
q015,RAG 返回结果除了 answer 还可以包含什么？,True,sources,api_guide.md,1,1.0,0.64,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/eval_and_observability.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__005.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__000.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__004.md,1,1,1,RAG 返回结果除了 `answer` 外，还可以包含 `sources`，用于展示回答所依据的知识来源。,3659.09,1,,1.0,1.0,1.0,1.0
q016,普通聊天和 RAG 问答的核心区别是什么？,True,普通聊天不强制检索知识库，RAG 问答会先检索知识库,api_guide.md,3,0.333333,0.63,/Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__000.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__005.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__001.md,0,1,1,普通聊天模式不强制执行知识库检索；RAG 问答模式会先检索知识库，再基于检索到的上下文生成回答。,4645.95,0,,1.0,1.0,1.0,1.0
q017,清空对话记忆会删除知识库索引吗？,True,不会,api_guide.md,1,1.0,0.83,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/session_and_storage.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__000.md,1,1,1,不会。清空对话记忆只会删除会话历史，不会删除已经构建的知识库索引；`data/faiss_index` 下的索引文件仍会保留。,5474.14,1,,1.0,1.0,1.0,1.0
q018,项目根目录通过哪个文件启动 Web 服务？,True,run.py,api_guide.md,1,1.0,0.89,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/devops_ci.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__001.md,1,1,1,项目根目录通过 `run.py` 启动 Web 服务。,3625.33,1,,1.0,1.0,1.0,1.0
q019,本机浏览器访问地址是什么？,True,http://127.0.0.1:8000,api_guide.md,1,1.0,0.76,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__005.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,本机浏览器访问地址是：`http://127.0.0.1:8000`,3139.06,1,,1.0,1.0,1.0,1.0
q020,真实运行配置主要存放在哪个文件？,True,frontend/local_rag/.env,api_guide.md,1,1.0,0.9,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/session_and_storage.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__004.md,1,1,1,真实运行配置主要存放在 `frontend/local_rag/.env` 文件中。,2380.39,1,,1.0,1.0,1.0,1.0
q021,当前系统明确支持哪些文档格式？,True,TXT、Markdown、PDF、DOCX 和 CSV,user_manual.md,1,1.0,1.07,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__002.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/eval_and_observability.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__000.md,1,1,1,当前系统明确支持以下 5 种文档格式：TXT、Markdown、PDF、DOCX、CSV。,2827.2,1,,1.0,1.0,1.0,1.0
q022,现有文档是否声明支持 XLSX？,True,没有声明,user_manual.md,1,1.0,0.53,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__000.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__001.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__000.md,1,1,1,没有。现有文档未声明支持 XLSX；当前明确支持的文档格式是 TXT、Markdown、PDF、DOCX 和 CSV。,5148.13,0,,1.0,1.0,1.0,1.0
q023,Web 页面上传文档后系统会自动完成什么？,True,解析、文本切分、向量化和索引更新,user_manual.md,1,1.0,0.48,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__002.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/frontend_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__001.md,1,1,1,Web 页面上传文档后，系统会自动完成：解析、文本切分、向量化和索引更新。,3826.55,1,,1.0,1.0,1.0,1.0
q024,一个知识库可以包含多个文档吗？,True,可以,user_manual.md,1,1.0,1.16,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__002.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__000.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/eval_and_observability.md,1,1,1,可以。同一个知识库可以包含多个文档，检索会在所有已建立索引的文本块中进行。,3159.06,1,,1.0,1.0,1.0,1.0
q025,知识问答模式适合什么类型的场景？,True,公司制度、项目文档、产品说明和个人资料库等场景,user_manual.md,1,1.0,0.6,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__005.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md,1,1,1,知识问答模式适合需要基于指定文档回答的场景，例如公司制度、项目文档、产品说明和个人资料库等。,2829.01,0,,1.0,1.0,1.0,1.0
q026,如何让连续多轮请求保留同一会话上下文？,True,使用相同的 session_id,user_manual.md,1,1.0,0.85,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/frontend_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/session_and_storage.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__002.md,1,1,1,"让连续多轮请求保留同一会话上下文的方法是：**在连续请求中使用相同的 `session_id`**。

具体来说：

- 前端会在请求中携带 `session_id`；
- 后端会根据同一个 `session_id` 维护对应的会话上下文；
- 会话历史默认最多保留 **10 轮**，由 `MAX_HISTORY_TURNS` 控制。",5440.57,1,,1.0,1.0,1.0,1.0
q027,清空对话记忆之后知识库索引还在吗？,True,还在,user_manual.md,2,0.5,0.92,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/session_and_storage.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__000.md,0,1,1,还在。清空对话记忆只会删除会话历史，不会删除已经构建的知识库索引。,3305.78,1,,1.0,1.0,1.0,1.0
q028,执行“清空知识&记忆”会发生什么？,True,同时清理知识库状态和相关会话记忆,user_manual.md,1,1.0,0.86,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/session_and_storage.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/frontend_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__004.md,1,1,1,执行“清空知识&记忆”会同时清理知识库状态和相关会话记忆。,5671.76,1,,1.0,1.0,1.0,1.0
q029,当前版本是否实现语音输入和 OCR？,True,没有,user_manual.md,1,1.0,0.63,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/frontend_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__000.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__001.md,1,1,1,当前版本未实现语音输入和 OCR 自动识别。,3204.47,0,,1.0,1.0,1.0,1.0
q030,Hugging Face unauthenticated warning 是否一定代表程序失败？,True,不一定,user_manual.md,1,1.0,0.65,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/devops_ci.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__001.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__000.md,1,1,1,不一定。Hugging Face unauthenticated warning 只表示当前没有使用 `HF_TOKEN`；如果公开模型仍能正常下载和加载，该警告不等于程序运行失败。,2968.48,1,,1.0,1.0,1.0,1.0
q031,默认 HOST 配置是什么？,True,0.0.0.0,deployment_guide.md,3,0.333333,0.6,/Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__005.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__003.md,0,1,1,默认 HOST 配置为 `0.0.0.0`。,2020.69,1,,1.0,1.0,1.0,1.0
q032,默认 PORT 配置是多少？,True,8000,deployment_guide.md,1,1.0,0.57,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__006.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__001.md,1,1,1,默认 PORT 配置为 **8000**。,2251.87,1,,1.0,1.0,1.0,1.0
q033,嵌入模型第一次使用时从哪里下载？,True,Hugging Face,deployment_guide.md,1,1.0,0.71,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__007.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,嵌入模型第一次使用时会从 **Hugging Face** 下载，后续运行会优先使用本地缓存。,3094.94,1,,1.0,1.0,1.0,1.0
q034,当前聊天模型配置是什么？,True,qwen-plus,deployment_guide.md,1,1.0,0.61,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__000.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__005.md,1,1,1,当前聊天模型配置为：`CHAT_MODEL=qwen-plus`。,1854.66,1,,1.0,1.0,1.0,1.0
q035,DashScope 的 OpenAI-compatible API 地址是什么？,True,https://dashscope.aliyuncs.com/compatible-mode/v1,deployment_guide.md,2,0.5,0.54,/Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__001.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/knowledge-rag-chat__README__005.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__003.md,0,1,1,"DashScope 的 OpenAI-compatible API 地址是：

`https://dashscope.aliyuncs.com/compatible-mode/v1`",2842.13,1,,1.0,1.0,1.0,1.0
q036,真实 DashScope API Key 应该写到哪里？,True,frontend/local_rag/.env,deployment_guide.md,1,1.0,0.58,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__005.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__007.md,1,1,1,"真实 DashScope API Key 应写入：

`frontend/local_rag/.env`

另外，真实 `.env` 文件不应提交到 GitHub；公开仓库只应保留 `.env.example` 占位模板。",5323.01,1,,1.0,1.0,1.0,1.0
q037,RETRIEVAL_TOP_K 当前配置是多少？,True,4,deployment_guide.md,1,1.0,0.37,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__000.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,RETRIEVAL_TOP_K 当前配置为 **4**。,2657.85,1,,1.0,1.0,1.0,1.0
q038,FAISS 索引目录由什么配置项指定？,True,FAISS_INDEX_DIR,deployment_guide.md,1,1.0,0.77,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/retrieval__README__003.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__006.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__004.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/local_rag__README__003.md,1,1,1,FAISS 索引目录由 `FAISS_INDEX_DIR` 配置项指定。,1827.98,1,,1.0,1.0,1.0,1.0
q039,真实 .env 文件应该上传 GitHub 吗？,True,不应该,deployment_guide.md,1,1.0,0.66,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/session_and_storage.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/extended_noise/evaluation__README__009.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/frontend_guide.md,1,1,1,不应该。真实 `.env` 文件不应提交到 GitHub；公开仓库只应保留 `.env.example` 占位模板。,2737.19,1,,1.0,1.0,1.0,1.0
