id,question,answerable,reference_answer,source_contains,first_relevant_rank,reciprocal_rank,retrieval_ms,retrieved_sources,hit@1,hit@3,hit@5,generated_answer,total_ms,basic_correct,safe_refusal,judge_correctness,judge_faithfulness,judge_relevance,judge_safe_refusal
q011,这个项目的后端框架是什么？,True,FastAPI,api_guide.md,1,1.0,67.17,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,这个项目的后端框架是 FastAPI。,614.0,1,,1.0,1.0,1.0,1.0
q012,后端默认监听哪个端口？,True,8000,api_guide.md,1,1.0,109.29,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,后端默认监听端口为 8000。,865.13,1,,1.0,1.0,1.0,1.0
q013,上传文档后后端会进行哪些主要处理？,True,文档读取、文本切分、向量生成和 FAISS 索引更新,api_guide.md,1,1.0,62.1,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"上传文档后，后端会依次进行以下主要处理：

1. **文档读取**：解析用户上传的文件（支持 TXT、Markdown、PDF、DOCX、CSV 格式）；  
2. **文本切分**：使用 LangChain 的 `RecursiveCharacterTextSplitter`，按 `CHUNK_SIZE=500`、`CHUNK_OVERLAP=50` 进行切分；  
3. **向量生成**：使用 Sentence-Transformers（默认模型为 `BAAI/bge-small-zh-v1.5`）将每个文本块编码为向量；  
4. **FAISS 索引更新**：将生成的向量存入 FAISS 向量索引，并持久化到本地磁盘。

这些步骤由 FastAPI 后端在用户上传后自动完成。",4448.63,0,,1.0,1.0,1.0,1.0
q014,RAG 问答接口能否携带 session_id？,True,可以,api_guide.md,1,1.0,114.24,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,可以。RAG 问答接口可以携带 `session_id`，用于关联多轮对话上下文。,826.04,1,,1.0,1.0,1.0,1.0
q015,RAG 返回结果除了 answer 还可以包含什么？,True,sources,api_guide.md,1,1.0,85.4,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,RAG 返回结果除了 `answer` 外，还可以包含 `sources`，用于展示回答所依据的知识来源。,1055.36,1,,1.0,1.0,1.0,1.0
q016,普通聊天和 RAG 问答的核心区别是什么？,True,普通聊天不强制检索知识库，RAG 问答会先检索知识库,api_guide.md,1,1.0,136.09,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"普通聊天和 RAG 问答的核心区别在于**是否强制执行知识库检索**：

- **普通聊天模式**：不强制执行知识库检索，模型仅基于自身参数化知识进行自由生成，不依赖用户上传的私有文档内容。

- **RAG 问答模式**：会**先检索知识库**（使用 FAISS 基于 Sentence-Transformers 向量检索最相关的 top-K 文本块），再将检索出的上下文与用户问题一起构造成 Prompt，交由 Qwen 模型生成答案，确保回答严格基于指定文档内容。

此外，RAG 模式还支持返回 `sources`（引用来源），而普通聊天无此能力；RAG 问答也依赖 `session_id` 维持多轮对话中对同一知识上下文的连贯性。",4308.61,0,,1.0,1.0,1.0,1.0
q017,清空对话记忆会删除知识库索引吗？,True,不会,api_guide.md,2,0.5,31.26,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,0,1,1,"不会。清空对话记忆只会删除会话历史，不会删除已经构建的知识库索引。

【参考资料】明确指出：
- “清空对话记忆后，知识库索引仍然保留。”
- “清空对话记忆只会删除会话历史，不会删除已经构建的知识库索引。”

只有执行“清空知识&记忆”操作，才会同时清理知识库状态和相关会话记忆。",2268.73,1,,1.0,1.0,1.0,1.0
q018,项目根目录通过哪个文件启动 Web 服务？,True,run.py,api_guide.md,1,1.0,79.52,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md,1,1,1,项目根目录可以通过 `run.py` 启动 Web 服务。,802.77,1,,1.0,1.0,1.0,1.0
q019,本机浏览器访问地址是什么？,True,http://127.0.0.1:8000,api_guide.md,1,1.0,79.79,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,本机浏览器访问地址是：http://127.0.0.1:8000。,960.4,1,,1.0,1.0,1.0,1.0
q020,真实运行配置主要存放在哪个文件？,True,frontend/local_rag/.env,api_guide.md,1,1.0,68.41,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,真实运行配置主要存放在 `frontend/local_rag/.env` 文件中。,784.62,1,,1.0,1.0,1.0,1.0
q021,当前系统明确支持哪些文档格式？,True,TXT、Markdown、PDF、DOCX 和 CSV,user_manual.md,1,1.0,117.7,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,当前系统明确支持 TXT、Markdown、PDF、DOCX 和 CSV 五种文档格式。,873.0,1,,1.0,1.0,1.0,1.0
q022,现有文档是否声明支持 XLSX？,True,没有声明,user_manual.md,1,1.0,71.48,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,现有文档没有声明支持 XLSX。,635.15,1,,1.0,1.0,1.0,1.0
q023,Web 页面上传文档后系统会自动完成什么？,True,解析、文本切分、向量化和索引更新,user_manual.md,1,1.0,70.82,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,Web 页面上传文档后，系统会自动完成**解析、文本切分、向量化和索引更新**。,902.72,1,,1.0,1.0,1.0,1.0
q024,一个知识库可以包含多个文档吗？,True,可以,user_manual.md,1,1.0,82.48,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"是的，一个知识库可以包含多个文档。  
根据【参考资料】：“同一个知识库可以包含多个文档，检索会在所有已建立索引的文本块中进行。”",1391.17,1,,1.0,1.0,1.0,1.0
q025,知识问答模式适合什么类型的场景？,True,公司制度、项目文档、产品说明和个人资料库等场景,user_manual.md,1,1.0,65.47,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,知识问答模式适合公司制度、项目文档、产品说明和个人资料库等需要基于指定文档回答的场景。,932.39,0,,1.0,1.0,1.0,1.0
q026,如何让连续多轮请求保留同一会话上下文？,True,使用相同的 session_id,user_manual.md,1,1.0,84.53,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md,1,1,1,"通过在请求中携带相同的 `session_id`，即可让连续多轮请求保留同一会话上下文。

依据【参考资料】：
- “连续多轮请求如果使用相同的 session_id，系统可以保留同一会话上下文。”
- “RAG 问答接口可以携带 session_id，用于关联多轮对话上下文。”

因此，客户端需在每次请求（尤其是 RAG 问答接口）中显式传递一致的 `session_id` 参数。",2832.68,1,,1.0,1.0,1.0,1.0
q027,清空对话记忆之后知识库索引还在吗？,True,还在,user_manual.md,1,1.0,86.92,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"是的，清空对话记忆之后，知识库索引仍然保留。

依据【参考资料】：
- “清空对话记忆后，知识库索引仍然保留。”
- “清空对话记忆只会删除会话历史，不会删除已经构建的知识库索引。”

这意味着：仅清除对话历史（如之前的问答记录），不影响已上传文档的解析结果、向量化表示及 FAISS 索引。",2322.66,0,,1.0,1.0,1.0,1.0
q028,执行“清空知识&记忆”会发生什么？,True,同时清理知识库状态和相关会话记忆,user_manual.md,1,1.0,84.14,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,执行“清空知识&记忆”会同时清理知识库状态和相关会话记忆。,1330.94,1,,1.0,1.0,1.0,1.0
q029,当前版本是否实现语音输入和 OCR？,True,没有,user_manual.md,1,1.0,81.22,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,当前版本未实现语音输入和 OCR 自动识别。,691.43,0,,1.0,1.0,1.0,1.0
q030,Hugging Face unauthenticated warning 是否一定代表程序失败？,True,不一定,user_manual.md,2,0.5,110.28,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md,0,1,1,不一定。Hugging Face unauthenticated warning 只表示当前没有使用 HF_TOKEN；如果公开模型仍能正常下载和加载，该警告不等于程序运行失败。,1153.73,1,,1.0,1.0,1.0,1.0
q031,默认 HOST 配置是什么？,True,0.0.0.0,deployment_guide.md,1,1.0,107.56,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,默认 HOST 配置为 `0.0.0.0`。,799.05,1,,1.0,1.0,1.0,1.0
q032,默认 PORT 配置是多少？,True,8000,deployment_guide.md,1,1.0,84.0,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,默认 PORT 配置是 **8000**。,787.57,1,,1.0,1.0,1.0,1.0
q033,嵌入模型第一次使用时从哪里下载？,True,Hugging Face,deployment_guide.md,1,1.0,78.79,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,嵌入模型第一次使用时会从 Hugging Face 下载。,1836.5,1,,1.0,1.0,1.0,1.0
q034,当前聊天模型配置是什么？,True,qwen-plus,deployment_guide.md,1,1.0,67.18,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,当前聊天模型配置为 `CHAT_MODEL=qwen-plus`。,801.33,1,,1.0,1.0,1.0,1.0
q035,DashScope 的 OpenAI-compatible API 地址是什么？,True,https://dashscope.aliyuncs.com/compatible-mode/v1,deployment_guide.md,1,1.0,83.66,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,"DashScope 的 OpenAI-compatible API 地址是：  
**https://dashscope.aliyuncs.com/compatible-mode/v1**",1192.95,1,,1.0,1.0,1.0,1.0
q036,真实 DashScope API Key 应该写到哪里？,True,frontend/local_rag/.env,deployment_guide.md,1,1.0,67.27,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,真实 DashScope API Key 应写入 `frontend/local_rag/.env` 文件中。,857.34,1,,1.0,1.0,1.0,1.0
q037,RETRIEVAL_TOP_K 当前配置是多少？,True,4,deployment_guide.md,1,1.0,84.67,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,RETRIEVAL_TOP_K 当前配置是 **4**。,815.32,1,,1.0,1.0,1.0,1.0
q038,FAISS 索引目录由什么配置项指定？,True,FAISS_INDEX_DIR,deployment_guide.md,4,0.25,84.4,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,0,0,1,FAISS 索引目录由 `FAISS_INDEX_DIR` 配置项指定。,876.89,1,,1.0,1.0,1.0,1.0
q039,真实 .env 文件应该上传 GitHub 吗？,True,不应该,deployment_guide.md,3,0.333333,83.69,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md,0,1,1,不应该。真实 `.env` 文件不应提交到 GitHub；公开仓库只应保留 `.env.example` 占位模板。,942.0,1,,1.0,1.0,1.0,1.0
