id,question,answerable,reference_answer,source_contains,first_relevant_rank,reciprocal_rank,retrieval_ms,retrieved_sources,hit@1,hit@3,hit@5,generated_answer,total_ms,basic_correct,safe_refusal,judge_correctness,judge_faithfulness,judge_relevance,judge_safe_refusal
q021,当前系统明确支持哪些文档格式？,True,TXT、Markdown、PDF、DOCX 和 CSV,user_manual.md,1,1.0,106.02,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"当前系统明确支持以下五种文档格式：

- TXT  
- Markdown（.md）  
- PDF  
- DOCX（Microsoft Word 文档）  
- CSV  

⚠️ 注意：XLSX（Excel 表格）**目前未被声明支持**，如需处理表格类数据，建议先转换为 CSV 或其他支持格式。

这些信息来自《用户使用手册（Benchmark v2）》。需要我帮你确认某种格式的上传或解析注意事项吗？ 😊",2844.85,1,,1.0,1.0,1.0,1.0
q022,现有文档是否声明支持 XLSX？,True,没有声明,user_manual.md,1,1.0,83.11,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"根据提供的《用户使用手册（Benchmark v2）》，**现有文档没有声明支持 XLSX**。

手册中明确列出当前系统支持的文档格式为：  
✅ TXT、Markdown、PDF、DOCX 和 CSV  
❌ **未提及 XLSX**，且特别说明“现有文档没有声明支持 XLSX”。

如需处理 Excel 文件（如 .xlsx），目前需要先手动转换为支持的格式（例如导出为 CSV 或复制粘贴到 Markdown/TXT 中），或等待后续版本扩展格式支持。",2961.29,1,,1.0,1.0,1.0,1.0
q023,Web 页面上传文档后系统会自动完成什么？,True,解析、文本切分、向量化和索引更新,user_manual.md,1,1.0,69.38,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"Web 页面上传文档后，系统会自动完成以下四个步骤：

✅ **文档解析**：识别并提取文档中的文本内容（支持 TXT、Markdown、PDF、DOCX 和 CSV 格式）；  
✅ **文本切分**：使用 `RecursiveCharacterTextSplitter` 将文本按 `CHUNK_SIZE=500`、`CHUNK_OVERLAP=50` 进行分块；  
✅ **向量化**：调用 Sentence-Transformers（默认模型为 `BAAI/bge-small-zh-v1.5`）将每个文本块编码为向量；  
✅ **索引更新**：将新生成的向量存入 FAISS 向量索引，并持久化到本地磁盘（路径由 `FAISS_INDEX_DIR` 指定）。

整个过程对用户透明，无需手动干预。上传完成后，该文档即纳入知识库，后续 RAG 问答会基于所有已索引的文本块进行检索（默认返回 top-4 最相关块）。

需要提醒的是：当前**不支持 XLSX 格式**，也**不支持 OCR 识别图片/PDF 中的扫描文字**哦 😊",6046.81,0,,1.0,1.0,1.0,1.0
q024,一个知识库可以包含多个文档吗？,True,可以,user_manual.md,1,1.0,83.28,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"是的，一个知识库可以包含多个文档 ✅

根据用户手册说明：**“同一个知识库可以包含多个文档，检索会在所有已建立索引的文本块中进行。”**

也就是说，你上传的 TXT、Markdown、PDF、DOCX 或 CSV 文件都会被统一解析、切分、向量化，并添加到同一个 FAISS 索引中。后续进行 RAG 问答时，系统会从**所有已索引的文档内容**里联合检索最相关的文本块（默认返回 Top-4），再生成回答。

这样设计特别适合管理公司制度、项目资料、产品文档等多源信息场景～  
需要我帮你梳理下如何高效组织多个文档的知识库吗？ 😊",3912.78,1,,1.0,1.0,0.9,1.0
q025,知识问答模式适合什么类型的场景？,True,公司制度、项目文档、产品说明和个人资料库等场景,user_manual.md,1,1.0,81.66,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"知识问答模式特别适合那些**需要基于指定文档内容进行精准、可溯源回答**的场景，例如：

- ✅ 公司内部制度与政策文档（如员工手册、合规指南）  
- ✅ 项目资料与技术文档（如需求说明书、架构设计、会议纪要）  
- ✅ 产品说明与用户手册（如功能介绍、API 文档、FAQ）  
- ✅ 个人知识库（如读书笔记、研究资料、整理的 Markdown 笔记）

这类模式会先从你上传并已索引的文档中检索相关信息（默认返回 top-4 最相关的文本块），再结合检索结果生成回答，并支持返回引用来源（`sources`），从而兼顾**准确性、可解释性与可追溯性**。

简单说：当你希望 AI 的回答“言之有据”，而不是自由发挥时，就用知识问答模式 👍  
需要我帮你试试上传一份文档或模拟一个问答场景吗？ 😊",5079.16,0,,1.0,1.0,1.0,1.0
q026,如何让连续多轮请求保留同一会话上下文？,True,使用相同的 session_id,user_manual.md,1,1.0,80.27,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md,1,1,1,"要让连续多轮请求保留同一会话上下文，只需在每次请求中**携带相同的 `session_id`** 即可 ✅

根据文档说明（Benchmark v2）：
- 系统支持通过 `session_id` 关联多轮对话上下文；
- RAG 问答接口（以及普通聊天接口）均可接收该参数；
- 只要 `session_id` 一致，系统就会复用该会话的历史消息（即“对话记忆”），从而实现上下文连贯的多轮交互；
- 注意：清空「对话记忆」仅清除会话历史，**不会影响已构建的知识库索引**；只有执行「清空知识&记忆」才会一并删除知识库状态和会话数据。

📌 小贴士：  
- `session_id` 可以是任意字符串（如 UUID、用户 ID 或自定义标识），只要前后一致即可；  
- 如果未传 `session_id`，系统通常会为每次请求生成新的会话，导致上下文丢失；  
- 在 Web 前端中，一般由前端自动维护并透传该字段（例如存在 localStorage 或 React state 中）。

需要我帮你写一段带 `session_id` 的 API 调用示例（比如用 curl 或 Python requests）吗？ 😊",6508.15,0,,1.0,1.0,0.9,1.0
q027,清空对话记忆之后知识库索引还在吗？,True,还在,user_manual.md,1,1.0,89.1,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"是的，**清空对话记忆之后，知识库索引仍然保留**。

根据用户手册和后端说明：  
- “清空对话记忆”仅会删除当前会话的历史记录（即聊天上下文），**不会影响已上传并完成索引构建的文档内容**；  
- 知识库的向量索引（FAISS）是持久化存储在本地磁盘的，只要没执行“清空知识&记忆”，索引就一直存在；  
- 下次发起 RAG 问答（即使新建 session）时，系统仍会基于原有索引进行检索。

✅ 简单说：  
> 记忆 = 聊天记录（可清）  
> 知识 = 文档索引（不清不掉，除非主动“清空知识&记忆”）

需要我帮你区分“清空对话记忆”和“清空知识&记忆”的具体操作方式吗？ 😊",4832.96,0,,1.0,1.0,1.0,1.0
q028,执行“清空知识&记忆”会发生什么？,True,同时清理知识库状态和相关会话记忆,user_manual.md,1,1.0,78.55,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"执行“清空知识&记忆”会**同时清除两部分内容**：

1. **知识库状态**：已上传并完成索引的文档会被彻底删除，对应的 FAISS 向量索引、切分后的文本块等全部清理，相当于知识库回到初始空白状态；
2. **相关会话记忆**：所有与该操作关联的对话历史（即 session_id 对应的上下文）也会被清空，后续提问将不再继承之前的聊天语境。

⚠️ 注意：这与单纯的“清空对话记忆”不同——后者只删聊天记录，知识库索引依然保留，可继续用于问答。

这个操作不可逆，建议在执行前确认是否需要保留已有知识或对话内容。",3882.9,0,,0.0,0.0,0.0,0.0
q029,当前版本是否实现语音输入和 OCR？,True,没有,user_manual.md,1,1.0,73.86,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"当前版本**未实现语音输入和 OCR 自动识别**。  
这是在用户使用手册（Benchmark v2）中明确说明的。

如果你有语音或扫描件（如图片/PDF 图文混排）类文档需要处理，目前需先手动转为支持的格式（如 TXT、Markdown、PDF、DOCX 或 CSV），再上传使用。后续版本如有相关功能更新，会同步在文档中说明 😊",2446.28,0,,1.0,1.0,1.0,1.0
q030,Hugging Face unauthenticated warning 是否一定代表程序失败？,True,不一定,user_manual.md,2,0.5,125.9,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md,0,1,1,"不是的，**Hugging Face unauthenticated warning 并不一定代表程序失败**。

根据参考资料，这个警告仅表示当前**未提供 `HF_TOKEN`（即未登录 Hugging Face 账号）**，属于一种提示性信息（warning），而非错误（error）。只要所用的模型是**公开可访问的**（例如 `qwen-plus` 等开源模型），系统仍能正常下载、缓存并加载模型，整个流程可以完全正常运行。

✅ 简单来说：  
- 有 token → 可访问私有模型 + 避免限流 + 消除警告；  
- 无 token → 公开模型照常使用，仅提示警告，**不影响功能和运行结果**。

所以，如果你看到这个 warning 但问答、检索、服务启动等功能都正常，那就无需担心 👍。需要时再配置 `HF_TOKEN` 即可（比如写入 `.env` 文件中）。需要我帮你写个配置示例吗？ 😊",5286.98,1,,1.0,1.0,1.0,1.0
q031,默认 HOST 配置是什么？,True,0.0.0.0,deployment_guide.md,1,1.0,121.05,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"默认 HOST 配置是 `0.0.0.0`。  
这意味着服务会监听所有可用的网络接口，允许本机及同一局域网内的其他设备通过 IP 访问（前提是端口未被防火墙拦截）。  
如需仅限本地访问，可手动改为 `127.0.0.1`。  

这个配置来自项目的部署说明（Benchmark v2）。",2496.52,1,,1.0,0.0,0.8,1.0
q032,默认 PORT 配置是多少？,True,8000,deployment_guide.md,1,1.0,73.18,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,"默认 PORT 配置是 **8000**。  
（根据部署与配置说明，后端默认监听端口也为 8000，服务启动后可通过 `http://127.0.0.1:8000` 访问）",1721.78,1,,1.0,1.0,1.0,1.0
q033,嵌入模型第一次使用时从哪里下载？,True,Hugging Face,deployment_guide.md,1,1.0,73.23,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"嵌入模型第一次使用时会从 **Hugging Face** 下载（参考资料中明确提到：“嵌入模型第一次使用时会从 Hugging Face 下载，并在后续运行中优先使用本地缓存”）。

具体来说，当前默认使用的嵌入模型是 `BAAI/bge-small-zh-v1.5`（见 RAG 系统架构说明），它托管在 Hugging Face Model Hub 上。首次运行时，程序会自动调用 `transformers` 或 `sentence-transformers` 库从该平台拉取模型权重和配置文件，并缓存到本地（例如 `~/.cache/huggingface/` 目录下），之后就直接加载本地缓存，无需重复下载。

⚠️ 小提示：如果遇到下载缓慢或超时，可考虑配置代理或提前手动下载模型到本地并指定路径；另外，未设置 `HF_TOKEN` 时可能会看到 unauthenticated warning，但只要模型是公开的（如 `bge-small-zh-v1.5`），通常不影响正常使用。",5301.43,1,,1.0,1.0,1.0,1.0
q034,当前聊天模型配置是什么？,True,qwen-plus,deployment_guide.md,1,1.0,69.14,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"当前聊天模型配置为 `CHAT_MODEL=qwen-plus`。  
这个配置在【参考资料】的“部署与配置说明（Benchmark v2）”中明确指出，系统使用的是通义千问的 `qwen-plus` 版本作为默认的聊天大模型。",1721.17,1,,1.0,1.0,1.0,1.0
q035,DashScope 的 OpenAI-compatible API 地址是什么？,True,https://dashscope.aliyuncs.com/compatible-mode/v1,deployment_guide.md,1,1.0,87.04,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,"DashScope 的 OpenAI-compatible API 地址是：  
**https://dashscope.aliyuncs.com/compatible-mode/v1**

这个地址可用于对接支持 OpenAI 格式 API 的客户端（如 `openai` Python SDK），只需将 `base_url` 配置为该地址，并使用有效的 `DASHSCOPE_API_KEY` 即可调用。",2206.27,1,,1.0,1.0,1.0,1.0
q036,真实 DashScope API Key 应该写到哪里？,True,frontend/local_rag/.env,deployment_guide.md,1,1.0,82.48,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,1,1,1,"真实 DashScope API Key 应该写入文件：

```
frontend/local_rag/.env
```

⚠️ 注意：  
- 这个 `.env` 文件是**本地运行配置的实际载体**，用于存储 `DASHSCOPE_API_KEY` 等敏感信息；  
- 它**不应提交到 GitHub**（即需确保在 `.gitignore` 中被忽略）；  
- 公开仓库中只保留示例模板 `frontend/local_rag/.env.example`，供参考格式。

✅ 正确做法是：  
1. 复制 `.env.example` 为 `.env`；  
2. 在 `.env` 中填写你的真实 API Key，例如：  
   ```env
   DASHSCOPE_API_KEY=sk-xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
   ```  
3. 保存后重启服务（如通过 `python run.py`），配置即可生效。

需要我帮你生成一个标准的 `.env` 模板内容吗？ 😊",5140.4,1,,1.0,1.0,1.0,1.0
q037,RETRIEVAL_TOP_K 当前配置是多少？,True,4,deployment_guide.md,1,1.0,59.59,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,"当前 `RETRIEVAL_TOP_K` 的配置值是 **4**。

这意味着在 RAG 问答过程中，系统每次会从 FAISS 向量索引中检索并返回**最多 4 个最相关的文本块**，作为生成答案的上下文依据。该参数可在配置文件（如 `.env`）中调整。",2212.57,1,,1.0,1.0,1.0,1.0
q038,FAISS 索引目录由什么配置项指定？,True,FAISS_INDEX_DIR,deployment_guide.md,4,0.25,78.54,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,0,0,1,FAISS 索引目录由配置项 `FAISS_INDEX_DIR` 指定。,933.26,1,,1.0,1.0,1.0,1.0
q039,真实 .env 文件应该上传 GitHub 吗？,True,不应该,deployment_guide.md,3,0.333333,78.89,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md,0,1,1,"不应该上传真实 `.env` 文件到 GitHub。

根据【参考资料】中的“部署与配置说明（Benchmark v2）”明确指出：

> **真实 `.env` 文件不应提交到 GitHub；公开仓库只应保留 `.env.example` 占位模板。**

这是因为 `.env` 文件通常包含敏感信息，例如：
- `DASHSCOPE_API_KEY`
- 其他 API 密钥、数据库密码、本地路径等配置

一旦上传到公开仓库，这些密钥可能被泄露，带来安全风险。

✅ 正确做法是：
- 将 `.env.example`（不含真实密钥的示例模板）提交到仓库，供他人参考；
- 在本地复制一份 `.env`，填入自己的实际配置，并将其加入 `.gitignore`，确保不会被 Git 跟踪或推送。

需要我帮你生成一个安全的 `.gitignore` 条目或 `.env.example` 模板吗？ 😊",4906.49,1,,1.0,1.0,1.0,1.0
q040,项目评测脚本可以统计哪些类型的指标？,True,Hit@K、MRR、回答正确性、Faithfulness、Relevance、Safe Refusal、检索延迟和端到端延迟,deployment_guide.md,1,1.0,74.01,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,1,1,1,"项目评测脚本 `evaluation/evaluate_rag.py` 可以统计以下几类指标：

- **检索效果类**：  
  - `Hit@K`（例如 Hit@1、Hit@4）：衡量正确答案是否出现在前 K 个检索结果中；  
  - `MRR`（Mean Reciprocal Rank）：反映检索结果中首个相关文档的平均排名倒数，更细致地评估排序质量。

- **生成质量类**：  
  - **回答正确性**（Answer Correctness）：判断模型生成的答案是否在事实上准确、符合问题意图；  
  - **Faithfulness**（忠实性）：评估答案是否严格基于检索到的上下文，避免幻觉或编造；  
  - **Relevance**（相关性）：衡量答案与用户问题的语义匹配程度。

- **安全与鲁棒性类**：  
  - `Safe Refusal`（安全拒答）：检测模型是否能在面对非法、敏感或无法回答的问题时，合理拒绝作答（而非胡说或泄露隐私）。

- **性能类**：  
  - **检索延迟**（Retrieval Latency）：从发起查询到完成向量检索并返回 top-K 文本块的时间；  
  - **端到端延迟**（End-to-End Latency）：从用户提问到最终获得完整 answer（含生成）的总耗时。

这些指标覆盖了 RAG 系统在**效果、可信度、安全性、性能**四个关键维度的表现，适合用于系统迭代优化和 benchmark 对比。需要的话我也可以帮你解读某类指标的具体计算逻辑 😊",8313.35,1,,1.0,1.0,1.0,1.0
q041,项目单个上传文件最大允许多少 MB？,False,当前知识库资料未提供该信息,,,0.0,79.91,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,0,0,0,"目前【参考资料】中没有明确说明单个上传文件的最大允许大小（MB）限制。

不过，根据常见的 FastAPI + Web 前端部署实践，文件大小限制通常由以下几方面共同决定：

- **前端限制**：`frontend/` 中的上传组件（如 HTML `<input type=""file"">` 或 UI 框架配置）可能设置了默认限制；
- **FastAPI 后端限制**：默认 `request` 大小上限为约 10 MB（取决于 `uvicorn` 配置和 `Form` 解析行为），但可通过 `--limit-max-requests`、`--limit-request-line` 或自定义 `Request` 解析逻辑调整；
- **Nginx/Apache（若反向代理）**：常设 `client_max_body_size 50M;` 等参数，否则会返回 413 Request Entity Too Large；
- **项目实际配置**：真实运行配置集中在 `frontend/local_rag/.env`，但该文件内容未在参考资料中披露，因此无法确认是否已显式设置上传限值。

✅ **建议操作**：  
你可以尝试上传一个略大于 10 MB 的 PDF 或 TXT 文件进行实测；若失败并返回 413 错误，则大概率是后端或代理层限制，可进一步检查 `uvicorn` 启动参数或 `.env` 中是否有类似 `UPLOAD_MAX_SIZE_MB=50` 的配置。

需要我帮你写一段测试上传的 Python 脚本，或分析如何修改限制？ 😊",7947.77,,0,0.0,0.0,0.0,0.0
q042,项目正式部署在 AWS 还是阿里云 ECS？,False,当前知识库资料未提供该信息,,,0.0,81.94,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md,0,0,0,"从你提供的【参考资料】来看，项目本身**没有明确指定必须部署在 AWS 或阿里云 ECS**，但它确实包含了一些**倾向阿里云的配置线索**，尤其是与 API 服务相关的部分：

- ✅ DashScope 的 OpenAI-compatible API 地址明确为：  
  `https://dashscope.aliyuncs.com/compatible-mode/v1`  
  （DashScope 是阿里云推出的模型服务与推理平台）

- ✅ 配置文件中要求填写真实 `DASHSCOPE_API_KEY`，并强调应写入 `frontend/local_rag/.env` —— 这说明**聊天模型后端默认对接的是阿里云 DashScope**（如 `qwen-plus` 模型），而非 AWS Bedrock 或其他云厂商服务。

- ❌ 资料中**完全没有提及 AWS 相关服务**（如 Amazon Bedrock、S3、EC2 部署脚本、IAM 配置等）。

不过需要区分两个层面：

🔹 **模型调用层（LLM inference）**：当前配置指向 **阿里云 DashScope**，因此“模型服务”依赖阿里云。  
🔹 **基础设施部署层（hosting）**：FastAPI 后端是通用的，可部署在任意 Linux 服务器上——包括本地机器、AWS EC2、阿里云 ECS、腾讯云 CVM 等。资料中只提到默认监听 `0.0.0.0:8000`，并可通过 `run.py` 启动，属于标准 Python Web 部署方式，**不绑定特定云厂商**。

✅ 所以更准确的回答是：  
> **项目默认模型服务（Qwen 推理）对接阿里云 DashScope；但后端服务本身可部署在任意环境（包括 AWS EC2 或阿里云 ECS），目前资料未限定 IaaS 厂商。实际部署选型取决于你的运维偏好和合规/成本考量——若已使用阿里云生态，ECS + DashScope 是最顺滑的一体化方案。**

需要我帮你生成一份针对阿里云 ECS 的部署 checklist，或适配 AWS EC2 的配置调整建议吗？ 😊",10737.45,,0,0.0,0.0,0.0,0.0
q043,系统最多支持多少个并发用户？,False,当前知识库资料未提供该信息,,,0.0,36.56,/Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/user_manual.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/rag_architecture.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/api_guide.md | /Users/killg/Desktop/knowledge-rag-chat/evaluation/corpus/deployment_guide.md,0,0,0,"目前提供的【参考资料】中**没有明确说明系统支持的最大并发用户数**。

不过，我们可以从已有信息做一些合理推断：

- 后端基于 **FastAPI**，默认监听 `0.0.0.0:8000`，具备良好的异步处理能力；
- 检索使用本地 **FAISS 向量索引**（内存+磁盘持久化），无外部数据库依赖，低延迟；
- 嵌入模型（`BAAI/bge-small-zh-v1.5`）和聊天模型（`qwen-plus`）均为中等规模模型，对 GPU/CPU 资源有一定要求；
- 并发能力**主要受限于硬件资源**（如 CPU 核心数、内存大小、GPU 显存）以及部署方式（是否启用 uvicorn 多 worker、是否使用 GPU 加速推理等）；
- 当前未提及负载均衡、自动扩缩容或连接池限制等企业级并发控制机制，说明它更偏向**中小规模本地/内网部署场景**（例如团队内部知识库，几十人同时轻量使用通常可行）。

✅ 简单总结：  
> **系统本身没有硬编码的并发数上限，实际并发能力取决于你的运行环境（尤其是 CPU/GPU 和内存）。在普通笔记本（16GB 内存 + 无 GPU）上，可稳定支持 5–10 个活跃用户；在服务器（32GB+ 内存 + GPU）上，通过合理配置 uvicorn workers 和模型加载方式，可支持数十甚至上百用户的低频问答（非高频率连续请求）。**

如果你有具体的部署环境（比如用什么机器跑、是否配 GPU、期望多少人同时用），我可以帮你估算更合适的配置 😊",9450.74,,1,0.0,0.0,0.0,0.0
